"TIME","INPUT","OUTPUT"
2.37369801,0,0.00200446
2.37369803,0,0.00200446
2.37369807,0,0.00200446
2.37369815,0,0.00200446
2.37369831,0,0.00200446
2.37369863,0,0.00200446
2.37369927,0,0.00200446
2.37370055,0,0.00200446
2.37370311,0,0.00200446
2.37370823,0,0.00200446
2.37371847,0,0.00200446
2.37373895,0,0.00200446
2.37377991,0,0.00200446
2.37386183,0,0.00200446
2.37402567,0,0.00200447
2.37435335,0,0.00200449
2.37500871,0,0.00200452
2.37631943,0,0.00200459
2.37894087,0,0.00200472
2.38418375,0,0.00200498
2.39466951,0,0.00200551
2.41564103,0,0.00200649
2.45758407,0,0.00200843
2.54147015,0,0.00201182
2.666470125,0,0.00201586
2.666470135,0,0.00201586
2.666470155,0,0.00201586
2.666470195,0,0.00201586
2.666470275,0,0.00201586
2.666470435,0,0.00201586
2.666470755,0,0.00201586
2.666471395,0,0.00201586
2.666472675,0,0.00201586
2.666475235,0,0.00201586
2.666480355,0,0.00201586
2.666490595,0,0.00201586
2.666511075,0,0.00201586
2.666552035,0,0.00201586
2.666633955,0,0.00201586
2.666797795,0,0.00201587
2.667125475,0,0.00201588
2.667780835,0,0.0020159
2.669091555,0,0.00201593
2.671712995,0,0.00201601
2.676955875,0,0.00201615
2.687441635,0,0.00201645
2.708413155,0,0.00201698
2.750356195,0,0.00201806
2.834242275,0,0.00201994
2.95924225,0,0.00202218
2.95924226,0,0.00202218
2.95924228,0,0.00202218
2.95924232,0,0.00202218
2.9592424,0,0.00202218
2.95924256,0,0.00202218
2.95924288,0,0.00202218
2.95924352,0,0.00202218
2.9592448,0,0.00202218
2.95924736,0,0.00202218
2.95925248,0,0.00202218
2.95926272,0,0.00202218
2.9592832,0,0.00202218
2.95932416,0,0.00202218
2.95940608,0,0.00202218
2.95956992,0,0.00202219
2.9598976,0,0.00202219
2.96055296,0,0.0020222
2.96186368,0,0.00202222
2.96448512,0,0.00202226
2.969728,0,0.00202234
2.98021376,0,0.00202251
3.00118528,0,0.00202278
3.04312832,0,0.00202334
3.1270144,0,0.00202444
3.252014375,0,0.00202569
3.252014385,0,0.00202569
3.252014405,0,0.00202569
3.252014445,0,0.00202569
3.252014525,0,0.00202569
3.252014685,0,0.00202569
3.252015005,0,0.00202569
3.252015645,0,0.00202569
3.252016925,0,0.00202569
3.252019485,0,0.00202569
3.252024605,0,0.00202569
3.252034845,0,0.00202569
3.252055325,0,0.00202569
3.252096285,0,0.00202569
3.252178205,0,0.00202569
3.252342045,0,0.00202569
3.252669725,0,0.00202569
3.253325085,0,0.0020257
3.254635805,0,0.00202571
3.257257245,0,0.00202573
3.262500125,0,0.00202578
3.272985885,0,0.00202587
3.293957405,0,0.00202602
3.335900445,0,0.00202633
3.419786525,0,0.00202694
3.5447865,0,0.00202763
3.54478651,0,0.00202763
3.54478653,0,0.00202763
3.54478657,0,0.00202763
3.54478665,0,0.00202763
3.54478681,0,0.00202763
3.54478713,0,0.00202763
3.54478777,0,0.00202763
3.54478905,0,0.00202763
3.54479161,0,0.00202763
3.54479673,0,0.00202763
3.54480697,0,0.00202763
3.54482745,0,0.00202763
3.54486841,0,0.00202763
3.54495033,0,0.00202763
3.54511417,0,0.00202763
3.54544185,0,0.00202763
3.54609721,0,0.00202764
3.54740793,0,0.00202764
3.55002937,0,0.00202765
3.55527225,0,0.00202768
3.56575801,0,0.00202773
3.58672953,0,0.00202781
3.62867257,0,0.00202798
3.71255865,0,0.00202833
3.837558625,0,0.00202871
3.837558635,0,0.00202871
3.837558655,0,0.00202871
3.837558695,0,0.00202871
3.837558775,0,0.00202871
3.837558935,0,0.00202871
3.837559255,0,0.00202871
3.837559895,0,0.00202871
3.837561175,0,0.00202871
3.837563735,0,0.00202871
3.837568855,0,0.00202871
3.837579095,0,0.00202871
3.837599575,0,0.00202871
3.837640535,0,0.00202871
3.837722455,0,0.00202871
3.837886295,0,0.00202871
3.838213975,0,0.00202871
3.838869335,0,0.00202871
3.840180055,0,0.00202871
3.842801495,0,0.00202872
3.848044375,0,0.00202873
3.858530135,0,0.00202876
3.879501655,0,0.0020288
3.921444695,0,0.00202889
4.005330775,0,0.00202905
4.13033075,0,0.0020293
4.13033076,0,0.0020293
4.13033078,0,0.0020293
4.13033082,0,0.0020293
4.1303309,0,0.0020293
4.13033106,0,0.0020293
4.13033138,0,0.0020293
4.13033202,0,0.0020293
4.1303333,0,0.0020293
4.13033586,0,0.0020293
4.13034098,0,0.0020293
4.13035122,0,0.0020293
4.1303717,0,0.0020293
4.13041266,0,0.0020293
4.13049458,0,0.0020293
4.13065842,0,0.0020293
4.1309861,0,0.00202931
4.13164146,0,0.00202931
4.13295218,0,0.00202931
4.13557362,0,0.00202931
4.1408165,0,0.00202932
4.15130226,0,0.00202933
4.17227378,0,0.00202935
4.21421682,0,0.0020294
4.2981029,0,0.00202949
4.423102875,0,0.00202964
4.423102885,0,0.00202964
4.423102905,0,0.00202964
4.423102945,0,0.00202964
4.423103025,0,0.00202964
4.423103185,0,0.00202964
4.423103505,0,0.00202964
4.423104145,0,0.00202964
4.423105425,0,0.00202964
4.423107985,0,0.00202964
4.423113105,0,0.00202964
4.423123345,0,0.00202964
4.423143825,0,0.00202964
4.423184785,0,0.00202964
4.423266705,0,0.00202964
4.423430545,0,0.00202964
4.423758225,0,0.00202964
4.424413585,0,0.00202964
4.425724305,0,0.00202964
4.428345745,0,0.00202964
4.433588625,0,0.00202964
4.444074385,0,0.00202965
4.465045905,0,0.00202966
4.506988945,0,0.00202969
4.590875025,0,0.00202974
4.715875,0,0.00202982
4.71587501,0,0.00202982
4.71587503,0,0.00202982
4.71587507,0,0.00202982
4.71587515,0,0.00202982
4.71587531,0,0.00202982
4.71587563,0,0.00202982
4.71587627,0,0.00202982
4.71587755,0,0.00202982
4.71588011,0,0.00202982
4.71588523,0,0.00202982
4.71589547,0,0.00202982
4.71591595,0,0.00202982
4.71595691,0,0.00202982
4.71603883,0,0.00202982
4.71620267,0,0.00202982
4.71653035,0,0.00202982
4.71718571,0,0.00202982
4.71849643,0,0.00202982
4.72111787,0,0.00202982
4.72636075,0,0.00202982
4.73684651,0,0.00202983
4.75781803,0,0.00202984
4.79976107,0,0.00202985
4.88364715,0,0.00202988
5.008647125,0,0.00202992
5.008647135,0,0.00202992
5.008647155,0,0.00202992
5.008647195,0,0.00202992
5.008647275,0,0.00202992
5.008647435,0,0.00202992
5.008647755,0,0.00202992
5.008648395,0,0.00202992
5.008649675,0,0.00202992
5.008652235,0,0.00202992
5.008657355,0,0.00202992
5.008667595,0,0.00202992
5.008688075,0,0.00202992
5.008729035,0,0.00202992
5.008810955,0,0.00202992
5.008974795,0,0.00202992
5.009302475,0,0.00202992
5.009957835,0,0.00202992
5.011268555,0,0.00202992
5.013889995,0,0.00202992
5.019132875,0,0.00202992
5.029618635,0,0.00202993
5.050590155,0,0.00202993
5.06512875,0,0.00202993
5.06512876,255,0.00202993
5.0651313,255,0.00202993
5.065152125,255,0.00202993
5.065153135,255,0.00202993
5.065154095,255,0.00202993
5.065284143,255,0.00202993
5.067250223,255,0.00202993
5.192722806,255,0.00202996
5.280355799,255,0.0531571
5.40535582,255,3.76541
5.4053583,255,3.76548
5.40551958,255,3.77338
5.4060111,255,3.79746
5.40797718,255,3.89448
5.41059862,255,4.02554
5.4158415,255,4.29342
5.42632726,255,4.85228
5.44729878,255,6.06245
5.48924182,255,8.81888
5.5731279,255,15.2555
5.698127875,255,27.066
5.698138105,255,27.067
5.698148345,255,27.068
5.703370745,255,27.5931
5.719099385,255,29.1861
5.740070905,255,31.337
5.782013945,255,35.7174
5.865900025,255,44.6223
5.99090255,255,58.2045
5.99091023,255,58.2053
5.99614287,255,58.7707
6.00138575,255,59.3372
6.03284303,255,62.7237
6.07478607,255,67.2054
6.15867215,255,75.9834
6.283672435,255,88.5896
6.283682355,255,88.5906
6.284327475,255,88.6536
6.294157875,255,89.6127
6.325615155,255,92.6482
6.367558195,255,96.6149
6.451444275,255,104.254
6.57644428,255,114.907
6.57645448,255,114.908
6.57652616,255,114.914
6.58693,255,115.759
6.61838728,255,118.278
6.66033032,255,121.547
6.7442164,255,127.783
6.869226605,255,136.334
6.879702125,255,137.012
6.890187885,255,137.679
6.911159405,255,139.012
6.953102445,255,141.596
7.036988525,255,146.498
7.16198977,255,153.147
7.16199873,255,153.148
7.16460993,255,153.279
7.17247425,255,153.672
7.20393153,255,155.216
7.24587457,255,157.206
7.32976065,255,160.966
7.454760775,255,166.031
7.454770855,255,166.031
7.455088295,255,166.043
7.465246375,255,166.429
7.496703655,255,167.599
7.538646695,255,169.105
7.622532775,255,171.942
7.74753276,255,175.744
7.74754298,255,175.744
7.7475737,255,175.745
7.76850426,255,176.337
7.83141882,255,178.043
7.9153049,255,180.159
8.040309985,255,182.985
8.040315105,255,182.985
8.050790625,255,183.205
8.061276385,255,183.424
8.124190945,255,184.688
8.208077025,255,186.253
8.33307763,255,188.338
8.33308723,255,188.338
8.33438771,255,188.358
8.35404851,255,188.662
8.41696307,255,189.592
8.50084915,255,190.743
8.625849195,255,192.273
8.625859355,255,192.273
8.626012955,255,192.275
8.646820635,255,192.51
8.709735195,255,193.192
8.793621275,255,194.034
8.91862125,255,195.152
8.91863148,255,195.152
8.91864172,255,195.152
8.93959276,255,195.326
8.96056428,255,195.491
9.00250732,255,195.823
9.0863934,255,196.437
9.211395925,255,197.252
9.211403605,255,197.252
9.216636245,255,197.284
9.232364885,255,197.378
9.295279445,255,197.741
9.379165525,255,198.188
9.50416581,255,198.78
9.50417573,255,198.78
9.50482085,255,198.783
9.52513701,255,198.872
9.58805157,255,199.135
9.67193765,255,199.459
9.796937655,255,199.889
9.796947855,255,199.889
9.797019535,255,199.889
9.817909135,255,199.956
9.964709775,255,200.382
10.08971998,255,200.694
10.11068126,255,200.742
10.2574819,255,201.051
10.38248315,255,201.276
10.38249211,255,201.276
10.3851033,255,201.281
10.40345339,255,201.311
10.55025402,255,201.535
10.67525415,255,201.698
10.67526423,255,201.698
10.67558167,255,201.698
10.69622551,255,201.723
10.84302615,255,201.885
10.96802614,255,202.003
10.96803636,255,202.003
10.96806708,255,202.003
10.98899764,255,202.021
11.0519122,255,202.071
11.13579827,255,202.138
11.26080336,255,202.224
11.26080848,255,202.224
11.271284,255,202.23
11.28176976,255,202.237
11.55357101,255,202.383
11.55357165,255,202.383
11.55488109,255,202.384
11.5561918,255,202.384
11.72134252,255,202.453
11.84634257,255,202.498
11.84635273,255,202.498
11.84650633,255,202.498
11.86731401,255,202.505
12.13911462,255,202.581
12.1391159,255,202.581
12.1391351,255,202.581
12.14173605,255,202.582
12.18105766,255,202.59
12.4318869,255,202.641
12.4318893,255,202.641
12.43221442,255,202.641
12.43712962,255,202.642
12.72465889,255,202.685
12.72465919,255,202.685
12.72469983,255,202.685
12.72531423,255,202.685
12.80854495,255,202.695
13.01743103,255,202.716
13.01743611,255,202.716
13.01751291,255,202.716
13.02791675,255,202.717
13.18520315,255,202.729
13.31020376,255,202.739
13.31021336,255,202.739
13.31151384,255,202.739
13.33117464,255,202.74
13.60297532,255,202.755
13.60297652,255,202.755
13.60313908,255,202.755
13.60559668,255,202.755
13.89574737,255,202.767
13.89574752,255,202.767
13.89576785,255,202.767
13.89607505,255,202.767
13.93769041,255,202.768
14.18851951,255,202.775
14.18852205,255,202.775
14.18856045,255,202.775
14.19376237,255,202.775
14.27240557,255,202.777
14.48129194,255,202.781
14.48129673,255,202.781
14.48194698,255,202.781
14.49177738,255,202.781
14.77406378,255,202.786
14.77406438,255,202.786
14.77414566,255,202.786
14.77537446,255,202.786
14.9418359,255,202.788
15.06683594,255,202.789
15.06684611,255,202.789
15.0669997,255,202.789
15.08780739,255,202.789
15.359608,255,202.791
15.35960927,255,202.791
15.35962847,255,202.791
15.36222943,255,202.791
15.40155103,255,202.791
15.65238028,255,202.793
15.65238268,255,202.793
15.6527078,255,202.793
15.657623,255,202.793
15.94515226,255,202.794
15.94515256,255,202.794
15.9451932,255,202.794
15.9458076,255,202.794
16.02903832,255,202.794
16.23792441,255,202.795
16.23792948,255,202.795
16.23800629,255,202.795
16.24841012,255,202.795
16.40569653,255,202.795
16.53069713,255,202.796
16.53070673,255,202.796
16.53200721,255,202.796
16.55166801,255,202.796
16.8234687,255,202.796
16.8234699,255,202.796
16.82363246,255,202.796
16.82609006,255,202.796
17.11624075,255,202.796
17.1162409,255,202.796
17.11626122,255,202.796
17.11656842,255,202.796
17.15818378,255,202.796
17.40901288,255,202.797
17.40901543,255,202.797
17.40905383,255,202.797
17.41425574,255,202.797
17.49289895,255,202.797
17.70178531,255,202.797
17.70179011,255,202.797
17.70244035,255,202.797
17.71227075,255,202.797
17.99455716,255,202.797
17.99455776,255,202.797
17.99463904,255,202.797
17.99586784,255,202.797
18.16232928,255,202.797
18.28732932,255,202.797
18.28733948,255,202.797
18.28749308,255,202.797
18.30830076,255,202.797
18.58010137,255,202.797
18.58010265,255,202.797
18.58012185,255,202.797
18.58272281,255,202.797
18.62204441,255,202.797
18.87287365,255,202.797
18.87287605,255,202.797
18.87320117,255,202.797
18.87811637,255,202.797
19.16564564,255,202.797
19.16564594,255,202.797
19.16568658,255,202.797
19.16630098,255,202.797
19.2495317,255,202.797
19.45841778,255,202.797
19.45842286,255,202.797
19.45849966,255,202.797
19.4689035,255,202.797
19.6261899,255,202.797
19.75119051,255,202.797
19.7512001,255,202.797
19.75250059,255,202.797
19.77216139,255,202.797
20.04396207,255,202.797
20.04396327,255,202.797
20.04412583,255,202.797
20.04658343,255,202.797
20.06532375,255,202.797
20.06532376,0,202.797
20.06532378,0,202.797
20.06532382,0,202.797
20.0653239,0,202.797
20.06532406,0,202.797
20.06532438,0,202.797
20.06532502,0,202.797
20.0653263,0,202.797
20.06532886,0,202.797
20.06533398,0,202.797
20.06534422,0,202.797
20.065347,0,202.797
20.06534701,0,202.797
20.06534703,0,202.797
20.06534707,0,202.797
20.06534715,0,202.797
20.0653473,0,202.797
20.06534762,0,202.797
20.06534801,0,202.797
20.06534807,0,202.797
20.0653482,0,202.797
20.06534845,0,202.797
20.06534895,0,202.797
20.06534995,0,202.797
20.06535196,0,202.797
20.06535598,0,202.797
20.06536401,0,202.797
20.06538007,0,202.797
20.0654122,0,202.797
20.06547645,0,202.797
20.06560495,0,202.797
20.06586195,0,202.797
20.06637596,0,202.797
20.06740398,0,202.797
20.06946001,0,202.797
20.07357207,0,202.797
20.0817962,0,202.797
20.09824445,0,202.797
20.13114095,0,202.797
20.19693395,0,202.797
20.32193387,0,202.124
20.32193389,0,202.124
20.32193391,0,202.124
20.32193395,0,202.124
20.32193403,0,202.124
20.32193419,0,202.124
20.32193451,0,202.124
20.32193515,0,202.124
20.32193643,0,202.124
20.32193898,0,202.124
20.32194411,0,202.124
20.32195435,0,202.123
20.32197483,0,202.123
20.32201579,0,202.122
20.32209771,0,202.12
20.32226155,0,202.116
20.32258923,0,202.108
20.32324459,0,202.092
20.32455531,0,202.061
20.32717674,0,201.997
20.33241963,0,201.853
20.34290539,0,201.565
20.36387691,0,200.861
20.40581995,0,199.027
20.48970603,0,194.068
20.614706,0,183.713
20.61470601,0,183.713
20.61470603,0,183.713
20.61470607,0,183.713
20.61470615,0,183.713
20.61470631,0,183.713
20.61470663,0,183.713
20.61470727,0,183.713
20.61470855,0,183.713
20.61471111,0,183.713
20.61471623,0,183.712
20.61472647,0,183.711
20.61474695,0,183.71
20.61478791,0,183.706
20.61486983,0,183.698
20.61503367,0,183.683
20.61536135,0,183.653
20.61601671,0,183.592
20.61732743,0,183.471
20.61994887,0,183.229
20.62519175,0,182.746
20.63567751,0,181.753
20.65664903,0,179.769
20.69859207,0,175.644
20.78247815,0,167.086
20.90747813,0,153.628
20.90747814,0,153.628
20.90747816,0,153.628
20.9074782,0,153.628
20.90747828,0,153.628
20.90747844,0,153.628
20.90747876,0,153.628
20.9074794,0,153.628
20.90748068,0,153.628
20.90748324,0,153.627
20.90748836,0,153.627
20.9074986,0,153.626
20.90751908,0,153.623
20.90756004,0,153.619
20.90764196,0,153.61
20.9078058,0,153.592
20.90813348,0,153.557
20.90878884,0,153.486
20.91009956,0,153.344
20.912721,0,153.059
20.91796388,0,152.491
20.92844964,0,151.353
20.94942116,0,149.082
20.9913642,0,144.538
21.07525028,0,135.578
21.20025025,0,122.544
21.20025026,0,122.544
21.20025028,0,122.544
21.20025032,0,122.544
21.2002504,0,122.544
21.20025056,0,122.544
21.20025088,0,122.544
21.20025152,0,122.544
21.2002528,0,122.544
21.20025536,0,122.544
21.20026048,0,122.543
21.20027072,0,122.542
21.2002912,0,122.54
21.20033216,0,122.536
21.20041408,0,122.527
21.20057792,0,122.511
21.2009056,0,122.478
21.20156096,0,122.411
21.20287168,0,122.278
21.20549312,0,122.012
21.210736,0,121.48
21.22122176,0,120.426
21.24219328,0,118.318
21.28413632,0,114.173
21.3680224,0,106.162
21.49302237,0,94.9141
21.49302239,0,94.9141
21.49302241,0,94.9141
21.49302245,0,94.9141
21.49302253,0,94.9141
21.49302269,0,94.9141
21.49302301,0,94.9141
21.49302365,0,94.914
21.49302493,0,94.9139
21.49302748,0,94.9137
21.49303261,0,94.9132
21.49304285,0,94.9123
21.49306333,0,94.9106
21.49310429,0,94.907
21.49318621,0,94.9
21.49335005,0,94.8859
21.49367773,0,94.8577
21.49433309,0,94.8012
21.49564381,0,94.6883
21.49826524,0,94.4626
21.50350813,0,94.0111
21.51399389,0,93.1209
21.53496541,0,91.3404
21.57690845,0,87.8686
21.66079453,0,81.2305
21.7857945,0,72.0915
21.78579451,0,72.0915
21.78579453,0,72.0915
21.78579457,0,72.0915
21.78579465,0,72.0915
21.78579481,0,72.0915
21.78579513,0,72.0915
21.78579577,0,72.0914
21.78579705,0,72.0913
21.78579961,0,72.0911
21.78580473,0,72.0908
21.78581497,0,72.0901
21.78583545,0,72.0886
21.78587641,0,72.0858
21.78595833,0,72.0801
21.78612217,0,72.0688
21.78644985,0,72.0461
21.78710521,0,72.0007
21.78841593,0,71.9098
21.79103737,0,71.7282
21.79628025,0,71.3649
21.80676601,0,70.6507
21.82773753,0,69.2221
21.86968057,0,66.4498
21.95356665,0,61.184
22.07856663,0,54.0219
22.07856664,0,54.0219
22.07856666,0,54.0219
22.0785667,0,54.0219
22.07856678,0,54.0219
22.07856694,0,54.0219
22.07856726,0,54.0219
22.0785679,0,54.0218
22.07856918,0,54.0218
22.07857174,0,54.0216
22.07857686,0,54.0213
22.0785871,0,54.0208
22.07860758,0,54.0197
22.07864854,0,54.0174
22.07873046,0,54.013
22.0788943,0,54.0041
22.07922198,0,53.9864
22.07987734,0,53.951
22.08118806,0,53.8801
22.0838095,0,53.7383
22.08905238,0,53.4573
22.09953814,0,52.8954
22.12050966,0,51.79
22.1624527,0,49.6413
22.24633878,0,45.5775
22.37133875,0,40.0943
22.37133876,0,40.0943
22.37133878,0,40.0943
22.37133882,0,40.0943
22.3713389,0,40.0943
22.37133906,0,40.0943
22.37133938,0,40.0943
22.37134002,0,40.0943
22.3713413,0,40.0942
22.37134386,0,40.0941
22.37134898,0,40.0939
22.37135922,0,40.0935
22.3713797,0,40.0926
22.37142066,0,40.0909
22.37150258,0,40.0875
22.37166642,0,40.0808
22.3719941,0,40.0673
22.37264946,0,40.0402
22.37396018,0,39.9862
22.37658162,0,39.8781
22.3818245,0,39.664
22.39231026,0,39.2357
22.41328178,0,38.3942
22.45522482,0,36.7614
22.5391109,0,33.6824
22.66411087,0,29.5508
22.66411088,0,29.5508
22.66411091,0,29.5508
22.66411095,0,29.5508
22.66411103,0,29.5508
22.66411118,0,29.5508
22.66411151,0,29.5508
22.66411215,0,29.5508
22.66411343,0,29.5508
22.66411598,0,29.5507
22.66412111,0,29.5505
22.66413135,0,29.5502
22.66415183,0,29.5495
22.66419279,0,29.5483
22.66427471,0,29.5457
22.66443854,0,29.5407
22.66476623,0,29.5305
22.66542159,0,29.5102
22.66673231,0,29.4696
22.66935374,0,29.3883
22.67459663,0,29.2275
22.68508239,0,28.9059
22.70605391,0,28.2743
22.74799695,0,27.0504
22.83188303,0,24.7471
22.956883,0,21.6686
22.95688301,0,21.6686
22.95688303,0,21.6686
22.95688307,0,21.6686
22.95688315,0,21.6686
22.95688331,0,21.6686
22.95688363,0,21.6686
22.95688427,0,21.6686
22.95688555,0,21.6685
22.95688811,0,21.6685
22.95689323,0,21.6683
22.95690347,0,21.6681
22.95692395,0,21.6676
22.95696491,0,21.6667
22.95704683,0,21.6648
22.95721067,0,21.661
22.95753835,0,21.6535
22.95819371,0,21.6384
22.95950443,0,21.6082
22.96212587,0,21.5477
22.96736875,0,21.4282
22.97785451,0,21.1891
22.99882603,0,20.7198
23.04076907,0,19.8112
23.12465515,0,18.1039
23.24965513,0,15.8284
23.24965514,0,15.8284
23.24965516,0,15.8284
23.2496552,0,15.8284
23.24965528,0,15.8284
23.24965544,0,15.8284
23.24965576,0,15.8284
23.2496564,0,15.8284
23.24965768,0,15.8284
23.24966024,0,15.8283
23.24966536,0,15.8282
23.2496756,0,15.8281
23.24969608,0,15.8277
23.24973704,0,15.827
23.24981896,0,15.8256
23.2499828,0,15.8228
23.25031048,0,15.8173
23.25096584,0,15.8061
23.25227656,0,15.7838
23.254898,0,15.7392
23.26014088,0,15.651
23.27062664,0,15.4746
23.29159816,0,15.1284
23.3335412,0,14.4586
